Date,return_omar
2017-01,0.0011913872838527663
2017-02,-0.0023097014641064767
2017-03,0.00040960739229273707
2017-04,-0.0013921633960496688
2017-05,0.001562359046062006
2017-06,-0.0008157252978236432
2017-07,-0.000859282247007085
2017-08,0.0001729644695333298
2017-09,-0.0015654931361931551
2017-10,0.0007775437826028873
2017-11,-0.001527938474410871
2017-12,-0.0003482757380370053
2018-01,-0.0021267480611934413
2018-02,0.008692868305531004
2018-03,0.0023735918106235435
2018-04,0.0021079272494332517
2018-05,0.0015395859336496287
2018-06,-0.006090459080217552
2018-07,-0.005345246459085843
2018-08,-0.0029798621410290146
2018-09,-0.0005323077308663096
2018-10,0.014587226954701204
2018-11,-0.010169954476857212
2018-12,0.029321177389119907
2019-01,-0.021352266753987752
2019-02,-0.0014596513231118166
2019-03,0.001524830993295492
2019-04,-0.0037469995957462735
2019-05,0.019566948658463618
2019-06,-0.008247783584723537
2019-07,-0.0002905182012737364
2019-08,0.012284094512892398
2019-09,-0.010661453223956502
2019-10,-0.0017676792948881517
2019-11,-0.004900460955852217
2019-12,-0.001387401834230474
2020-01,0.0034830321109728416
2020-02,0.015367984305630022
2020-03,0.04408386129831165
2020-04,-0.07967624144101428
2020-05,-0.02936820383970518
2020-06,-0.03430607329097951
2020-07,-0.05010930752572512
2020-08,-0.0648691304896717
2020-09,0.031167333721684457
2020-10,0.02151251654557177
2020-11,-0.06480715054531432
2020-12,-0.03037913294672454
2021-01,0.00568008064720952
2021-02,-0.0014166096525172782
2021-03,-0.019555493938455484
2021-04,-0.03283848089223993
2021-05,0.005352034034976877
2021-06,-0.0206933659288619
2021-07,-0.012052447521941187
2021-08,-0.020277294139967567
2021-09,0.030545639624361878
2021-10,-0.025916141237985788
2021-11,-0.014045164382194428
2021-12,-0.025956597524819634
