Unnamed: 0,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13
,21,UBS ETF (LU) MSCI World Socially Responsible UCITS ETF (USD) A-dis,LU0629459743,UIMM,UBS ETF,Passive,Full Replication,Distributing,EUR,152.26340972,123.86315102,3482.86246799,8.32928571428571
,22,Xtrackers ShortDAX x2 Daily Swap UCITS ETF 1C,LU0411075020,DBPD,Xtrackers,Passive,Swap-based,Accumulating,EUR,134.2685375554,93.08109220200001,134.6289440349,5.77133333333333
,23,iShares STOXX Europe 600 Banks UCITS ETF (DE),DE000A0F5UJ7,EXV1,iShares,Passive,Full Replication,Distributing,EUR,123.534249582,50.681319904,1762.16065904,8.23190476190476
,24,Xtrackers MSCI World Information Technology UCITS ETF 1C,IE00BM67HT60,XDWT,Xtrackers,Passive,Full Replication,Accumulating,EUR,122.54744469,90.52509005,2028.717937699623,11.4401904761905
,25,Xtrackers EURO STOXX 50 UCITS ETF 1C,LU0380865021,DXET,Xtrackers,Passive,Full Replication,Accumulating,EUR,122.12993019,158.06863025,4459.496994976,3.79638095238095
,26,iShares MSCI World EUR Hedged UCITS ETF (Acc),IE00B441G979,IBCH,iShares,Passive,Optimised,Accumulating,EUR,118.86210477,193.48972392,2520.37274857,6.34247619047619
,27,Vanguard S&P 500 UCITS ETF,IE00B3XXRP09,VUSA,Vanguard,Passive,Full Replication,Distributing,EUR,114.660477674,86.098072742,29939.16435,4.75433333333333
,28,iShares MSCI World UCITS ETF USD (Dist),IE00B0M62Q58,IQQW,iShares,Passive,Optimised,Distributing,EUR,113.616360954,62.40056552,5469.439230306562,6.28714285714286
,29,iShares Edge MSCI World Value Factor UCITS ETF USD (Acc),IE00BP3QZB59,IS3S,iShares,Passive,Optimised,Accumulating,EUR,112.795557395,54.04549697,4383.893367470419,10.8742857142857
,30,VanEck Semiconductor UCITS ETF - USD Acc,IE00BMC38736,VVSM,VanEck,Passive,Full Replication,Accumulating,EUR,112.67829985,63.158214375,735.6695972570815,17.3298571428571
,31,iShares Automation & Robotics UCITS ETF USD (Acc),IE00BYZK4552,2B76,iShares,Passive,Optimised,Accumulating,EUR,111.34009397,83.27831064200001,3174.607872257081,15.1517142857143
,32,iShares Core MSCI Europe UCITS ETF EUR (Acc),IE00B4K48X80,EUNK,iShares,Passive,Optimised,Accumulating,EUR,107.66975888,64.66666052000001,5418.31173102,5.99438095238095
,33,Deka MSCI World UCITS ETF,DE000ETFL508,ELFW,Deka ETF,Passive,Full Replication,Distributing,EUR,104.301783942,76.210907798,1114.81250705,6.64919047619048
,34,Xtrackers ShortDAX Daily Swap UCITS ETF 1C,LU0292106241,DXSN,Xtrackers,Passive,Swap-based,Accumulating,EUR,104.251341314,77.95471274799999,319.9078593998,4.42571428571429
,35,Lyxor Core MSCI World (DR) UCITS ETF,LU1781541179,LCUW,Lyxor,Passive,Optimised,Accumulating,EUR,103.554683635,96.4909813285,1575.778825890505,7.79561904761905
,36,Lyxor MSCI World (LUX) UCITS ETF,LU0392494562,X010,Lyxor,Passive,Swap-based,Distributing,EUR,101.07255249,65.279160666,3242.585205263158,7.67371428571429
,37,Xtrackers EURO STOXX 50 UCITS ETF 1D,LU0274211217,DBXE,Xtrackers,Passive,Full Replication,Distributing,EUR,100.5478128,54.50342894,3384.091899552,3.59019047619048
,38,Invesco EQQQ Nasdaq-100 UCITS ETF Dist,IE0032077012,EQQQ,Invesco,Passive,Full Replication,Distributing,EUR,99.95129925,88.2046755,4679.903234289571,4.87947619047619
,39,Lyxor Core STOXX Europe 600 (DR) - UCITS ETF Acc,LU0908500753,LYP6,Lyxor,Passive,Full Replication,Accumulating,EUR,97.78752991,83.49450248000001,3548.3527035534,8.262
,40,iShares Core EURO STOXX 50 UCITS ETF EUR (Dist),IE0008471009,EUN2,iShares,Passive,Full Replication,Distributing,EUR,96.49440109,87.89571706,4300.90930429,3.75842857142857
,41,Xtrackers MSCI World Swap UCITS ETF 1C,LU0274208692,DBXW,Xtrackers,Passive,Swap-based,Accumulating,EUR,95.72984516,63.004803084,3317.099927012926,6.58890476190476
,42,iShares MSCI World Small Cap UCITS ETF USD (Acc),IE00BF4RFH31,IUSN,iShares,Passive,Optimised,Accumulating,EUR,93.665961954,76.84613620900001,2209.718407673001,17.6984285714286
,43,Xtrackers MSCI Emerging Markets UCITS ETF 1C,IE00BTJRMP35,XMME,Xtrackers,Passive,Optimised,Accumulating,EUR,92.30946050200001,90.501363572,5507.23576826,7.81419047619048
,44,iShares Core EUR Corp Bond UCITS ETF EUR (Dist),IE00B3F81R35,EUN5,iShares,Passive,Optimised,Distributing,EUR,90.215185215,66.90399243,8668.8437925,5.336
,45,iShares Edge MSCI Europe Value Factor UCITS ETF EUR (Acc),IE00BQN1K901,CEMS,iShares,Passive,Optimised,Accumulating,EUR,89.395500097,31.322590578,3139.24081541,6.22285714285714
,46,Amundi Index MSCI World SRI UCITS ETF DR (C),LU1861134382,XAMB,Amundi,Passive,Full Replication,Accumulating,EUR,89.26704159,81.58157861,2172.501507699467,8.88128571428572
,47,Xtrackers S&P 500 Swap UCITS ETF 1C,LU0490618542,D5BM,Xtrackers,Passive,Swap-based,Accumulating,EUR,86.643596098,40.779091842,8048.700239193722,4.60709523809524
,48,iShares Core EURO STOXX 50 UCITS ETF EUR (Acc),IE00B53L3W79,SXRT,iShares,Passive,Full Replication,Accumulating,EUR,85.22426622,53.35505898,4071.7774145,4.08695238095238
,49,Deka DAX UCITS ETF,DE000ETFL011,EL4A,Deka ETF,Passive,Full Replication,Accumulating,EUR,83.09561002,74.43001626,1103.61379895,3.67285714285714
,50,iShares Global Water UCITS ETF USD (Dist),IE00B1TXK627,IQQQ,iShares,Passive,Full Replication,Distributing,EUR,80.17429211,71.51474544,2262.992501909287,11.9895714285714
,51,iShares STOXX Global Select Dividend 100 UCITS ETF (DE),DE000A0F5UH1,ISPA,iShares,Passive,Full Replication,Distributing,EUR,79.00974702500001,43.13503588,1874.47096748,13.3069047619048
,52,iShares STOXX Europe 600 Basic Resources UCITS ETF (DE),DE000A0F5UK5,EXV6,iShares,Passive,Full Replication,Distributing,EUR,78.08296547,25.28590815,668.03624581,9.28709523809524
,53,Xtrackers LevDAX Daily Swap UCITS ETF 1C,LU0411075376,DBPE,Xtrackers,Passive,Swap-based,Accumulating,EUR,77.57383208,49.9040169,55.4212850074,5.89652380952381
,54,iShares USD Treasury Bond 7-10yr UCITS ETF EUR Hedged (Dist),IE00BGPP6697,IBB1,iShares,Passive,Optimised,Distributing,EUR,77.32958886200001,46.0773212372,993.51796603,4.60304761904762
,55,iShares MSCI Europe SRI UCITS ETF EUR (Acc),IE00B52VJ196,IUSK,iShares,Passive,Optimised,Accumulating,EUR,76.15937208,75.67573672,4266.992258050001,9.59095238095238
,56,Xtrackers S&P 500 Equal Weight UCITS ETF 1C,IE00BLNMYC90,XDEW,Xtrackers,Passive,Full Replication,Accumulating,EUR,74.20248144,33.65660604,4150.344318880755,9.059
,57,Xtrackers MSCI USA UCITS ETF 1C,IE00BJ0KDR00,XD9U,Xtrackers,Passive,Full Replication,Accumulating,EUR,73.12843037,67.244527805,5726.691795679368,7.35114285714286
,58,iShares Edge MSCI World Momentum Factor UCITS ETF USD (Acc),IE00BP3QZ825,IS3R,iShares,Passive,Optimised,Accumulating,EUR,72.23379799,95.84097159000001,2336.216271136608,11.9661904761905
,59,UBS ETF (IE) MSCI ACWI Socially Responsible UCITS ETF (hedged to EUR) A-acc,IE00BDR55927,AW1R,UBS ETF,Passive,Full Replication,Accumulating,EUR,71.82373789200001,39.660506432,1100.194912,13.1360952380952
,60,iShares STOXX Europe 600 Oil & Gas UCITS ETF (DE),DE000A0H08M3,EXH1,iShares,Passive,Full Replication,Distributing,EUR,70.76243851999999,53.813435975,1335.39011349,8.94019047619048
,61,Xtrackers MSCI World Value UCITS ETF 1C,IE00BL25JM42,XDEV,Xtrackers,Passive,Optimised,Accumulating,EUR,70.551522345,28.26696699,1123.7502478176,11.6815238095238
,62,iShares Edge MSCI World Quality Factor UCITS ETF USD (Acc),IE00BP3QZ601,IS3Q,iShares,Passive,Optimised,Accumulating,EUR,69.73915342000001,42.079121065,2415.86153198279,9.68952380952381
,63,iShares STOXX Europe 600 Automobiles & Parts UCITS ETF (DE),DE000A0Q4R28,EXV5,iShares,Passive,Full Replication,Distributing,EUR,69.13967561,34.02900185,729.10240974,7.27361904761905
,64,Vanguard S&P 500 UCITS ETF (USD) Accumulating,IE00BFMXXD54,VUAA,Vanguard,Passive,Full Replication,Accumulating,EUR,68.454578936,38.221876738,4327.762184,5.27242857142857
,65,Xtrackers II Eurozone Government Bond UCITS ETF 1C,LU0290355717,DBXN,Xtrackers,Passive,Optimised,Accumulating,EUR,67.29083997,30.55168654,1966.9849010173,4.77785714285714
,66,SPDR MSCI ACWI UCITS ETF,IE00B44Z5B48,SPYY,SPDR,Passive,Optimised,Accumulating,EUR,66.81847379999999,68.24593114,2728.88993113123,6.02709523809524
,67,iShares STOXX Europe 600 Travel & Leisure UCITS ETF (DE),DE000A0H08S0,EXV9,iShares,Passive,Full Replication,Distributing,EUR,66.75677141,46.449095957,276.56771561,12.9168571428571
,68,Xtrackers STOXX Europe 600 UCITS ETF 1C,LU0328475792,DX2X,Xtrackers,Passive,Full Replication,Accumulating,EUR,66.4903056,64.41475192,1716.3841601088,7.05361904761905
,69,Xtrackers MSCI AC World ESG Screened UCITS ETF 1C,IE00BGHQ0G80,XMAW,Xtrackers,Passive,Optimised,Accumulating,EUR,66.401805685,74.03980717499999,1369.98645,6.42438095238095
,70,Lyxor MSCI World UCITS ETF - Dist,FR0010315770,LYYA,Lyxor,Passive,Swap-based,Distributing,EUR,66.01037246,65.42626821,3987.2867617794,7.91142857142857
,71,iShares Edge MSCI World Minimum Volatility UCITS ETF USD (Acc),IE00B8FHGS14,IQQ0,iShares,Passive,Optimised,Accumulating,EUR,65.24150553,42.43450934000001,3568.711509725708,14.005380952381
,72,Invesco MSCI World UCITS ETF Acc,IE00B60SX394,SC0J,Invesco,Passive,Swap-based,Accumulating,EUR,65.199895632,56.695570412,3290.141704840684,6.40414285714286
,73,Lyxor MSCI World Information Technology TR UCITS ETF - Acc (EUR),LU0533033667,LYPG,Lyxor,Passive,Swap-based,Accumulating,EUR,65.12312555,38.9039678,1004.7370226872,15.936619047619
,74,Amundi ETF Leveraged MSCI USA Daily UCITS ETF - EUR (C/D),FR0010755611,18MF,Amundi,Passive,Swap-based,Accumulating,EUR,64.924451,42.368876,343.0077979499926,14.1503333333333
,75,Lyxor Nasdaq-100 UCITS ETF - Acc,LU1829221024,LYMS,Lyxor,Passive,Swap-based,Accumulating,EUR,61.372315555,43.24966038,1223.85604404,8.36661904761905
,76,Xtrackers MSCI EMU UCITS ETF 1D,LU0846194776,XD5E,Xtrackers,Passive,Full Replication,Distributing,EUR,61.29302188499999,74.46280964,1765.8507365609,7.43438095238095
,77,UBS ETF (LU) MSCI EMU Socially Responsible UCITS ETF (EUR) A-dis,LU0629460675,UIMR,UBS ETF,Passive,Full Replication,Distributing,EUR,60.85557518,26.3876522,1275.48185458,7.73842857142857
,78,Vanguard FTSE Developed World UCITS ETF,IE00BKX55T58,VGVE,Vanguard,Passive,Optimised,Distributing,EUR,60.64451065999999,46.47983471,1286.842131,6.19738095238095
,79,Amundi MSCI World UCITS ETF - EUR (C),LU1681043599,AMEW,Amundi,Passive,Swap-based,Accumulating,EUR,60.32178339,39.31413518999999,2063.801907949745,7.17361904761905
,80,Amundi MSCI Emerging Markets UCITS ETF - EUR (C),LU1681045370,AMEM,Amundi,Passive,Swap-based,Accumulating,EUR,59.998990294,40.07977146509999,2442.120577895659,7.01133333333333
,81,iShares MDAX UCITS ETF (DE) EUR (Acc),DE0005933923,EXS3,iShares,Passive,Full Replication,Accumulating,EUR,59.68655095,70.41718805,1612.89696809,6.07252380952381
,82,Xtrackers MSCI World UCITS ETF 1D,IE00BK1PV551,XDWL,Xtrackers,Passive,Optimised,Distributing,EUR,59.198357102,35.0423842,1094.676358639966,5.77538095238095
,83,iShares Healthcare Innovation UCITS ETF USD (Acc),IE00BYZK4776,2B78,iShares,Passive,Optimised,Accumulating,EUR,58.757615363,41.566588964,1629.087311563284,15.6429047619048
,84,Xtrackers LPX Private Equity Swap UCITS ETF 1C,LU0322250712,DX2D,Xtrackers,Passive,Swap-based,Accumulating,EUR,58.57354494,34.06799046,348.5086999065,19.512
,85,Lyxor Euro Overnight Return UCITS ETF - Acc,FR0010510800,L8I3,Lyxor,Passive,Swap-based,Accumulating,EUR,57.256767034,49.543234722,393.5421502803,0.981428571428571
,86,Xtrackers MSCI World Financials UCITS ETF 1C,IE00BM67HL84,XDWF,Xtrackers,Passive,Optimised,Accumulating,EUR,56.98642196,26.417552565,1142.614398636619,17.2554761904762
,87,iShares Edge MSCI USA Value Factor UCITS ETF USD (Acc),IE00BD1F4M44,QDVI,iShares,Passive,Optimised,Accumulating,EUR,56.985530683,39.61383786,3069.341541466476,12.616380952381
,88,iShares MSCI Japan EUR Hedged UCITS ETF (Acc),IE00B42Z5J44,IBCG,iShares,Passive,Optimised,Accumulating,EUR,56.39215514,26.357976884,822.5017823,8.17352380952381
,89,iShares Core EUR Govt Bond UCITS ETF EUR (Dist),IE00B4WXJJ64,EUNH,iShares,Passive,Optimised,Distributing,EUR,55.115409765,69.903634985,4191.216275010001,5.37785714285714
,90,iShares Core MSCI Europe UCITS ETF EUR (Dist),IE00B1YZSC51,IQQY,iShares,Passive,Optimised,Distributing,EUR,54.405755205,30.84251745,6372.51574792,6.16128571428571
,91,iShares Global Corp Bond EUR Hedged UCITS ETF (Dist),IE00B9M6SJ31,IBCQ,iShares,Passive,Optimised,Distributing,EUR,54.21514916,40.309333985,1623.67126539,15.4230952380952
,92,Amundi MSCI Emerging ESG Leaders UCITS ETF DR (C),LU2109787551,SADM,Amundi,Passive,Full Replication,Accumulating,EUR,53.86098675,23.79089169,786.4604208469711,16.8359523809524
,93,Xtrackers MSCI World ESG UCITS ETF,IE00BZ02LR44,XZW0,Xtrackers,Passive,Optimised,Accumulating,EUR,53.75999859,46.94322976,2546.840404375957,9.94757142857143
,94,Xtrackers MSCI World Momentum UCITS ETF 1C,IE00BL25JP72,XDEM,Xtrackers,Passive,Optimised,Accumulating,EUR,53.50719189500001,46.69364589,720.595987722,11.912619047619
,95,iShares Nasdaq-100 UCITS ETF EUR Hedged (Acc),IE00BYVQ9F29,NQSE,iShares,Passive,Full Replication,Accumulating,EUR,53.461217647,52.60316603499999,215.78356084,8.54242857142857
,96,Xtrackers S&P 500 2x Leveraged Daily Swap UCITS ETF 1C,LU0411078552,DBPG,Xtrackers,Passive,Swap-based,Accumulating,EUR,53.34380354,33.92736542,213.996807135466,9.05638095238095
,97,iShares MSCI China A UCITS ETF USD (Acc),IE00BQT3WG13,36BZ,iShares,Passive,Optimised,Accumulating,EUR,53.137977768,60.513449236,1960.630812549301,16.7997619047619
,98,Xtrackers MSCI World Health Care UCITS ETF 1C,IE00BM67HK77,XDWH,Xtrackers,Passive,Optimised,Accumulating,EUR,53.034831795,42.803985755,1657.995348695201,12.560619047619
,99,Lyxor MSCI New Energy ESG Filtered (DR) UCITS ETF - Dist,FR0010524777,LYM9,Lyxor,Passive,Full Replication,Distributing,EUR,52.821172995,46.604965395,1090.9354100598,17.7223333333333
,100,Vanguard FTSE All-World High Dividend Yield UCITS ETF,IE00B8GKDB10,VGWD,Vanguard,Passive,Optimised,Distributing,EUR,51.73359703,35.23110856,1824.841612,14.455380952381
,101,iShares Dow Jones Global Titans 50 UCITS ETF (DE),DE0006289382,EXI2,iShares,Passive,Full Replication,Distributing,EUR,51.68333977,42.44166597,1185.98666633,20.5999523809524
,102,iShares S&P 500 EUR Hedged UCITS ETF (Acc),IE00B3ZW0K18,IBCF,iShares,Passive,Optimised,Accumulating,EUR,51.410907635,26.184991941,4822.918192229999,7.81995238095238
,103,iShares MSCI EM SRI UCITS ETF USD (Acc),IE00BYVJRP78,QDVS,iShares,Passive,Full Replication,Accumulating,EUR,51.39958491399999,50.047803215,3182.254510012549,12.2856666666667
,104,Lyxor Daily LevDAX UCITS ETF - Acc,LU0252634307,LYY8,Lyxor,Passive,Swap-based,Accumulating,EUR,50.52381318,29.29577866,141.9299097804,6.58614285714286
,105,SPDR S&P 500 UCITS ETF,IE00B6YX5C33,SPY5,SPDR,Passive,Full Replication,Distributing,EUR,50.50119987,60.48940092,5201.28437814629,4.87480952380952
,106,Deka MDAX UCITS ETF,DE000ETFL441,ELF1,Deka ETF,Passive,Full Replication,Accumulating,EUR,49.761476,24.41752935,697.48239912,5.92995238095238
,107,iShares Digitalisation UCITS ETF USD (Acc),IE00BYZK4883,2B79,iShares,Passive,Optimised,Accumulating,EUR,49.744714738,28.004447348,1221.917733542488,15.0706666666667
,108,Deka DAX (ausschuettend) UCITS ETF,DE000ETFL060,EL4F,Deka ETF,Passive,Full Replication,Distributing,EUR,49.55965816,29.9221097,961.6912468300001,3.85214285714286
,109,Xtrackers MSCI USA Swap UCITS ETF 1C,LU0274210672,DBXU,Xtrackers,Passive,Swap-based,Accumulating,EUR,49.5234681,39.916854515,4122.120127887991,6.12876190476191
,110,iShares S&P 500 Financials Sector UCITS ETF USD (Acc),IE00B4JNQZ49,QDVH,iShares,Passive,Full Replication,Accumulating,EUR,49.409676818,25.931345636,1826.471978970957,13.6717142857143
,111,iShares MSCI USA ESG Enhanced UCITS ETF USD (Acc),IE00BHZPJ908,EDMU,iShares,Passive,Optimised,Accumulating,EUR,49.330490823,33.704292427,3351.558155880244,11.2740952380952
,112,iShares EUR High Yield Corp Bond UCITS ETF,IE00B66F4759,EUNW,iShares,Passive,Optimised,Distributing,EUR,49.21085221,58.665695555,4486.32301157,10.3378571428571
,113,iShares eb.rexx Government Germany 0-1yr UCITS ETF (DE) EUR (Dist),DE000A0Q4RZ9,EXVM,iShares,Passive,Optimised,Distributing,EUR,48.89370158600001,29.266726071,511.77947158,3.24923809523809
,114,Invesco S&P 500 UCITS ETF Acc,IE00B3YCGJ38,P500,Invesco,Passive,Swap-based,Accumulating,EUR,48.50069629999999,15.4292564,11304.38102132027,9.21852380952381
,115,Xtrackers MSCI World Quality UCITS ETF 1C,IE00BL25JL35,XDEQ,Xtrackers,Passive,Optimised,Accumulating,EUR,48.45853761999999,28.972177125,1011.9410129829,12.7370952380952
,116,iShares MSCI Europe ESG Screened UCITS ETF EUR (Acc),IE00BFNM3D14,SLMC,iShares,Passive,Optimised,Accumulating,EUR,48.152647071,29.042611294,1446.97175393,7.86214285714286
,117,iShares TecDAX UCITS ETF (DE) EUR (Acc),DE0005933972,EXS2,iShares,Passive,Full Replication,Accumulating,EUR,48.05260339500001,27.623470135,904.96742413,7.81809523809524
,118,Lyxor EURO STOXX 50 (DR) UCITS ETF - Acc,FR0007054358,LYSX,Lyxor,Passive,Full Replication,Accumulating,EUR,47.984852425,29.602994415,3484.4966378025,5.23747619047619
,119,SPDR MSCI World UCITS ETF,IE00BFY0GT14,SPPW,SPDR,Passive,Optimised,Accumulating,EUR,47.936660898,31.970031619,1251.103744352815,7.52442857142857
,120,iShares EUR Corp Bond 0-3yr ESG UCITS ETF,IE00BYZTVV78,QDVL,iShares,Passive,Optimised,Distributing,EUR,47.8219663894,48.1235140917,2346.32086404,5.20038095238095
,121,Amundi Nasdaq-100 UCITS ETF - EUR (C),LU1681038243,6AQQ,Amundi,Passive,Swap-based,Accumulating,EUR,47.05406904,32.2878975,807.0526288995131,8.36419047619048
,122,L&G Cyber Security UCITS ETF,IE00BYPLS672,USPY,L&G ETF,Passive,Full Replication,Accumulating,EUR,46.945317648,33.61670753,2448.00575077985,21.0149047619048
,123,iShares EUR Govt Bond 3-7yr UCITS ETF EUR (Acc),IE00B3VTML14,SXRP,iShares,Passive,Optimised,Accumulating,EUR,46.61429398,18.680430635,381.86120389,5.15228571428572
,124,iShares EUR Corp Bond ESG UCITS ETF EUR (Dist),IE00BYZTVT56,OM3F,iShares,Passive,Optimised,Distributing,EUR,46.047695453,51.6789964018,2556.78902468,6.71861904761905
,125,Deka Deutsche Boerse EUROGOV Germany Money Market UCITS ETF,DE000ETFL227,EL4W,Deka ETF,Passive,Full Replication,Distributing,EUR,45.911346731,20.78028143,90.72070156999999,2.5112380952381
,126,iShares Digital Security UCITS ETF,IE00BG0J4C88,L0CK,iShares,Passive,Optimised,Accumulating,EUR,45.178503394,40.538500646,1279.821164655791,14.8029047619048
,127,Xtrackers Nikkei 225 UCITS ETF 1D,LU0839027447,XDJP,Xtrackers,Passive,Full Replication,Distributing,EUR,45.09570429999999,27.44481281,1380.225660587303,7.81561904761905
,128,Deka STOXX Europe Strong Growth 20 UCITS ETF,DE000ETFL037,EL4C,Deka ETF,Passive,Full Replication,Distributing,EUR,44.60717813,24.59026264,396.8510286,13.0901428571429
,129,UBS ETF (LU) MSCI USA Socially Responsible UCITS ETF (USD) A-dis,LU0629460089,UIMP,UBS ETF,Passive,Full Replication,Distributing,EUR,43.50006818,33.31897188,2013.60341864,11.169380952381
,130,UBS ETF (LU) MSCI World Socially Responsible UCITS ETF (USD) A-acc,LU0950674332,SEAC,UBS ETF,Passive,Full Replication,Accumulating,EUR,42.8876007,36.687645315,901.31482936,11.6378095238095
,131,iShares S&P SmallCap 600 UCITS ETF USD (Dist),IE00B2QWCY14,IUS3,iShares,Passive,Optimised,Distributing,EUR,42.63796753,34.26296833,1048.086377868412,16.4719047619048
,132,Xtrackers Artificial Intelligence & Big Data UCITS ETF 1C,IE00BGV5VN51,XAIX,Xtrackers,Passive,Full Replication,Accumulating,EUR,42.50923996,28.85872124,653.33672794884,15.4105714285714
,133,Xtrackers MSCI World Energy UCITS ETF 1C,IE00BM67HM91,XDW0,Xtrackers,Passive,Optimised,Accumulating,EUR,42.29084446,19.75547634,1564.503877455747,19.6569523809524
,134,iShares USD TIPS UCITS ETF EUR Hedged (Acc),IE00BDZVH966,IBC5,iShares,Passive,Optimised,Accumulating,EUR,41.59550710760001,22.3735380748,553.1219963,12.1175238095238
,135,Amundi S&P 500 ESG UCITS ETF DR - EUR (C),LU1437017863,F500,Amundi,Passive,Full Replication,Accumulating,EUR,41.58381242,10.93809604,1185.578452828933,18.0007142857143
,136,Xtrackers MSCI USA ESG UCITS ETF,IE00BFMNPS42,XZMU,Xtrackers,Passive,Full Replication,Accumulating,EUR,41.406273025,32.09078826,4082.20789084992,11.2648571428571
,137,iShares Core MSCI World UCITS ETF EUR Hedged (Dist),IE00BKBF6H24,IWLE,iShares,Passive,Optimised,Distributing,EUR,40.95361738920001,17.9246050048,905.0622568,12.2484761904762
,138,iShares Core Global Aggregate Bond UCITS ETF EUR Hedged (Acc),IE00BDBRDM35,EUNA,iShares,Passive,Optimised,Accumulating,EUR,40.5634409524,27.4268820716,1589.71233075,9.83390476190476
,139,iShares EUR Ultrashort Bond UCITS ETF EUR (Dist),IE00BCRY6557,IS3M,iShares,Passive,Optimised,Distributing,EUR,40.26971650199999,47.830229032,3308.10322952,4.10147619047619
