XTF Segment of Deutsche Börse Group,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9
ComStage ETF SMI,LU0392496427,Swap-based,Capitalizing,0.32273695,0.05185724,5.22356588973883,2.4756293834068247e-05,24.819106,14.4726
ComStage ETF TOPIX,LU0392496773,Swap-based,Capitalizing,0.09964125,0.12801771,-0.22166042495214144,7.643215513419993e-06,23.22877,27.9977
DAX Source ETF,DE000A0X80V0,Full Replication,Capitalizing,0.36649321,,,2.811272026630629e-05,0,13.03675
db x-trackers CAC 40 ETF,LU0322250985,Swap-based,Distributing,17.96919266,7.08923311,1.5347160096418384,0.0013783690198842817,34.26163075,13.86515
db x-trackers CAC 40 Short ETF,LU0322251280,Swap-based,Capitalizing,5.55410457,4.7809054,0.16172651523286774,0.00042604060278831187,19.802082300000002,19.4295
db x-trackers Currency Carry ETF,LU0328474126,Swap-based,Capitalizing,0.745590655,0.667039982,0.11776006704197828,5.7192277906559524e-05,9.5818464,39.54845
db x-trackers Currency Momentum ETF,LU0328474043,Swap-based,Capitalizing,0.1511205,0.696412278,-0.783001384705627,1.1592051986459283e-05,1.85271458,54.38835
db x-trackers Currency Returns ETF,LU0328474472,Swap-based,Capitalizing,6.490561579,25.516756574,-0.745635321629651,0.0004978737315260555,154.6134912,38.5167
db x-trackers Currency Valuation ETF,LU0328473748,Swap-based,Capitalizing,2.492780405,3.57236321,-0.3022040989499497,0.00019121456086756614,28.06965941,39.27305
db x-trackers DAX ETF,LU0274211480,Swap-based,Capitalizing,814.518960476,768.613608285,0.059724875667278576,0.06247958505824535,1460.16680016,4.992
db x-trackers db commodity booster - S&P GSCI TM Light Energy Euro ETF,LU0411078123,Swap-based,Capitalizing,0.47196749,1.31830325,-0.6419886774913132,3.6203372011068664e-05,164.00930832,97.0487
db x-trackers DB Commodity Booster DJ-UBSCI ETF,LU0429790743,Swap-based,Capitalizing,0.95886156,1.65763414,-0.4215481348616529,7.355172230992783e-05,43.83574944,76.65315
db x-trackers db Hedge Fund Index ETF,LU0328476337,Swap-based,Capitalizing,27.36210148,24.055991,0.13743397559468673,0.002098874095936253,602.67837156,49.048
db x-trackers DBLCI - OY Balanced ETF,LU0292106167,Swap-based,Capitalizing,78.541070012,64.608842603,0.21563963766707506,0.006024676775495332,900.0664036,64.65765
db x-trackers DJ EURO STOXX 50 ETF,LU0274211217,Swap-based,Distributing,334.714919288,381.520761808,-0.12268229466252478,0.025675092029407123,1773.93848541,8.5864
db x-trackers DJ EURO STOXX 50 Short ETF,LU0292106753,Swap-based,Capitalizing,463.601643619,375.214671783,0.23556374119378098,0.03556165016552631,395.51355271999995,6.9532
db x-trackers DJ EURO STOXX ETF Anteilsklasse (1C),LU0380865021,Swap-based,Capitalizing,110.09481039,175.75559035,-0.37359141651905925,0.00844508035296507,611.8878,10.7787
db x-trackers DJ EURO STOXX Select Dividend 30 ETF,LU0292095535,Swap-based,Distributing,12.02589403,10.36772123,0.1599360904112579,0.0009224743749485367,82.34375301,24.8492
db x-trackers DJ Islamic Market Titans 100 ETF,LU0328475529,Swap-based,Capitalizing,0.820634,0.07054253,10.633180720906946,6.294865349079726e-05,3.5872,191.5106666667
db x-trackers DJ STOXX 600 Banks ETF,LU0292103651,Swap-based,Capitalizing,21.181198893,23.818499811,-0.11072489614908587,0.0016247534828378006,257.84600712,19.6356
db x-trackers DJ STOXX 600 Banks Short ETF,LU0322249037,Swap-based,Capitalizing,62.562881298,72.598519651,-0.13823475191014822,0.004799032377666149,286.14584603000003,21.0044
db x-trackers DJ STOXX 600 Basic Resources ETF,LU0292100806,Swap-based,Capitalizing,40.22142142,42.092166892,-0.04444402866690034,0.00308527835780008,82.23196548,16.6503
db x-trackers DJ STOXX 600 Basic Resources Short Daily ETF,LU0412624354,Swap-based,Capitalizing,1.44876063,1.08604113,0.33398320743156384,0.0001111305781736793,6.6175342399999995,82.66895
db x-trackers DJ STOXX 600 ETF,LU0328475792,Swap-based,Capitalizing,11.96030262,13.74812267,-0.13004103126758038,0.00091744303218177,48.07420330000001,16.02635
db x-trackers DJ STOXX 600 Food & Beverage ETF,LU0292105359,Swap-based,Capitalizing,4.413696751,12.597848478,-0.6496467822495429,0.00033856294936860607,39.59678415,18.06625
db x-trackers DJ STOXX 600 Health Care ETF,LU0292103222,Swap-based,Capitalizing,8.117175204,16.016502991,-0.493199282729744,0.0006226469403420862,122.65242938,21.40755
db x-trackers DJ STOXX 600 Health Care Short ETF,LU0322249466,Swap-based,Capitalizing,0.62884987,2.9141386,-0.784207288562047,4.8237402501435365e-05,4.29604128,22.6975
db x-trackers DJ STOXX 600 Industrial Goods ETF,LU0292106084,Swap-based,Capitalizing,2.10140778,6.952069431,-0.6977291724634388,0.00016119340678802675,31.506241180000004,28.48015
db x-trackers DJ STOXX 600 Industrial Goods Short Daily ETF,LU0412624511,Swap-based,Capitalizing,0.62134628,0.654905,-0.0512421190859742,4.766182205162825e-05,3.5869709100000002,33.07385
db x-trackers DJ STOXX 600 Insurance ETF,LU0292105193,Swap-based,Capitalizing,2.09884074,9.57521368,-0.7808048143736046,0.0001609964959709548,33.48828956,19.40075
db x-trackers DJ STOXX 600 Insurance Short Daily ETF,LU0412624602,Swap-based,Capitalizing,1.43245518,1.08204452,0.3238412593226756,0.00010987983043222389,4.22369148,29.1112
db x-trackers DJ STOXX 600 Oil & Gas ETF,LU0292101796,Swap-based,Capitalizing,16.254443581,19.766730057,-0.1776867729701298,0.001246835174591941,122.62374129999999,18.096
db x-trackers DJ STOXX 600 Oil & Gas Short ETF,LU0322249623,Swap-based,Capitalizing,2.48557017,3.8780639,-0.35906931033292155,0.00019066148290028447,7.29900423,21.9892
db x-trackers DJ STOXX 600 Technology ETF,LU0292104469,Swap-based,Capitalizing,1.42413086,6.03192675,-0.7639011680637534,0.00010924129396502107,36.95598287,29.2629
db x-trackers DJ STOXX 600 Technology Short ETF,LU0322250043,Swap-based,Capitalizing,1.79790101,0.879234793,1.0448474336024143,0.00013791220896190558,8.158834319999999,37.821
db x-trackers DJ STOXX 600 Telecommunications ETF,LU0292104030,Swap-based,Capitalizing,3.043237829,6.321430514,-0.5185839941987536,0.000233438687146532,37.9518748,19.11225
db x-trackers DJ STOXX 600 Telecommunications Short ETF,LU0322250126,Swap-based,Capitalizing,0.303078127,0.643157026,-0.5287649598031445,2.3248317760612946e-05,4.02316772,32.893
db x-trackers DJ STOXX 600 Utilities ETF,LU0292104899,Swap-based,Capitalizing,3.789470206,14.543743085,-0.7394432654748728,0.00029068018984248047,57.51151692,16.8648
db x-trackers DJ STOXX 600 Utilities Short Daily ETF,LU0412624867,Swap-based,Capitalizing,0.16225836,0.142312,0.140159368148856,1.2446407630716054e-05,1.86446902,34.04985
db x-trackers DJ STOXX Global Select Dividend 100 ETF,LU0292096186,Swap-based,Distributing,16.976247009,12.902101458,0.31577379578532216,0.001302202797524505,220.20652938,20.2592
db x-trackers FTSE 100 ETF,LU0292097234,Swap-based,Distributing,11.54724723,19.758494154,-0.415580603461002,0.0008857586508161233,317.6809224,29.5281
db x-trackers FTSE 100 Short ETF,LU0328473581,Swap-based,Capitalizing,0.463602455,0.78406571,-0.40871989542815235,3.5561712404406755e-05,98.5158671,21.97555
db x-trackers FTSE 250 ETF,LU0292097317,Swap-based,Distributing,7.376208652,9.033125828,-0.18342677911825933,0.000565809365089149,15.81159328,28.4125
db x-trackers FTSE All-Share ETF,LU0292097747,Swap-based,Distributing,1.330871771,1.275940817,0.04305133378298387,0.00010208763706276207,122.11199059,51.1035882353
db x-trackers FTSE Vietnam ETF,LU0322252924,Swap-based,Capitalizing,4.08186948,12.815511583,-0.6814899308885436,0.00031310936116609936,114.95963614,250.3391
db x-trackers FTSE/XINHUA China 25 ETF,LU0292109856,Swap-based,Capitalizing,59.868466534,60.91197933,-0.01713148722924618,0.004592350980917386,255.91888820000003,34.1224
db x-trackers HSI Short Daily Index ETF,LU0429790313,Swap-based,Capitalizing,0.8910044,1.9095098,-0.5333857935685902,6.834657988137917e-05,4.412554650000001,299.2207
db x-trackers II Emerging Markets Liquid Eurobond Index ETF,LU0321462953,Swap-based,Capitalizing,7.119368654,9.032313969,-0.21178906330819125,0.0005461078513367588,134.55351371,110.70865
db x-trackers II EONIA TR Index ETF,LU0290358497,Swap-based,Capitalizing,223.875986707,285.508430026,-0.21586908419267126,0.017172932040506825,1698.283676399,0.33125
db x-trackers II EONIA TRI ETF 1D,LU0335044896,Swap-based,Distributing,19.59300397,15.575209185,0.25796088754104285,0.0015029272705631806,80.23964,0.58535
db x-trackers II Euro Inflation Swap 5 year TRI ETF,LU0426245436,Swap-based,Capitalizing,0.02231799,0.39482295,-0.9434734227075706,1.7119537078905802e-06,4.55608318,17.5552
db x-trackers II EURO INTEREST RATE VOLATILITY TOTAL RETURN INDEX ETF  ,LU0378818644,Swap-based,Capitalizing,0.26866,0.00298716,88.93826912518915,2.060819469682903e-05,14.384389800000001,38.16115
db x-trackers II EURO INTEREST RATES VOLATILITY SHORT TOTAL  RETURN INDEX ETF,LU0378818727,Swap-based,Capitalizing,0.0083575,0,,6.410816168344697e-07,20.8623662,35.4187
db x-trackers II FED Funds Effective Rate TRI ETF,LU0321465469,Swap-based,Capitalizing,5.01624618,6.35344548,-0.2104683677871113,0.00038478291492840346,58.26976708,36.9828
db x-trackers II Global Sovereign EUR Hedged Index ETF,LU0378818131,Swap-based,Capitalizing,0.04469876,0.04225346,0.05787218372175906,3.428723102757513e-06,16.3299681,66.49555
db x-trackers II iBoxx € Germany 1-3 Total Return Index ETF,LU0468897110,Swap-based,Distributing,1.67278333,0.07913371,20.138694622051716,0.00012831476420103476,0,2.6361
db x-trackers II iBoxx € Germany Covered TRI ETF,LU0321463506,Swap-based,Capitalizing,26.877453713,20.822084182,0.2908147656148017,0.0020616980535714817,319.91730111000004,13.789
db x-trackers II iBoxx € Germany Total Return Index ETF,LU0468896575,Swap-based,Distributing,1.2317609,0.37933955,2.2471196320025157,9.448510551306987e-05,0,9.5934
db x-trackers II iBoxx € Inflation-Linked TR Index ETF,LU0290358224,Swap-based,Capitalizing,9.947502503,7.497814223,0.3267203223688091,0.0007630464837676547,171.6469167,35.1467
db x-trackers II iBoxx € Sovereigns Eurozone 10-15 TR Index ETF,LU0290357333,Swap-based,Capitalizing,14.4332225,2.29224547,5.29654314465719,0.0011071341449514383,77.024773,19.43985
db x-trackers II iBoxx € Sovereigns Eurozone 1-3 TR Index ETF,LU0290356871,Swap-based,Capitalizing,51.97316174,76.700222378,-0.32238577505210064,0.003986723130155979,1037.6561664,3.29885
db x-trackers II iBoxx € Sovereigns Eurozone 15+ TR Index ETF,LU0290357507,Swap-based,Capitalizing,1.13620988,1.107306,0.026102883936328425,8.715564067408898e-05,30.272020020000003,28.4877
db x-trackers II iBoxx € Sovereigns Eurozone 25+ TR Index ETF,LU0290357846,Swap-based,Capitalizing,0.11740844,1.12877208,-0.8959856980162019,9.006089446032044e-06,31.29248727,33.86745
db x-trackers II iBoxx € Sovereigns Eurozone 3-5 TR Index ETF,LU0290356954,Swap-based,Capitalizing,13.764028307,31.402065206,-0.5616839778942276,0.001055802036638584,861.519267,6.11225
db x-trackers II iBoxx € Sovereigns Eurozone 5-7 TR Index ETF,LU0290357176,Swap-based,Capitalizing,40.339516418,24.06188742,0.6764901154208791,0.0030943371112859197,428.18739912,11.06325
db x-trackers II iBoxx € Sovereigns Eurozone 7-10 TR Index ETF,LU0290357259,Swap-based,Capitalizing,18.191916775,21.688671458,-0.16122493670354354,0.001395453594906983,227.17133025,13.8292
db x-trackers II iBoxx € Sovereigns Eurozone TR Index ETF,LU0290355717,Swap-based,Capitalizing,28.480796352,28.458507962,0.0007831889862166541,0.0021846862068888332,774.72735821,11.8954
db x-trackers II iBoxx Global Inflation-Linked TR Index Hedged ETF,LU0290357929,Swap-based,Capitalizing,9.950023196,16.465883102,-0.3957188245317108,0.0007632398394295132,384.48924479999994,48.7389
db x-trackers II iTraxx Crossover 5-year Short TRI ETF,LU0321462870,Swap-based,Capitalizing,13.47080473,4.3798306,2.075645147097698,0.001033309635222234,37.486840799999996,31.6154
db x-trackers II iTraxx Crossover 5-year TR Index ETF,LU0290359032,Swap-based,Capitalizing,22.98163651,13.03664651,0.7628487887871711,0.0017628602681822169,105.90951,25.71205
db x-trackers II iTraxx Europe 5-year Short TRI ETF,LU0321462102,Swap-based,Capitalizing,0.49661082,0.32007932,0.5515242284318775,3.8093696371294256e-05,27.77261985,14.9772
db x-trackers II iTraxx Europe 5-year TR Index ETF,LU0290358653,Swap-based,Capitalizing,10.65951452,80.69774275,-0.8679081451754733,0.0008176630335808681,112.20290496000001,14.0737
db x-trackers II iTraxx Europe Senior Financials 5-year Short TRI ETF,LU0378819709,Swap-based,Capitalizing,0,0.05032317,-1,0,9.642136050000001,18.66285
db x-trackers II iTraxx Europe Senior Financials 5-year TRI ETF,LU0378819295,Swap-based,Capitalizing,1.04583764,1.65538424,-0.36822061323961863,8.022342628747184e-05,19.3418816,18.6821
db x-trackers II iTraxx HiVol 5-year Short TRI ETF,LU0321462441,Swap-based,Capitalizing,0.0010246,0.0202055,-0.9492910346192869,7.859434335729555e-08,4.62236027,29.15775
db x-trackers II iTraxx HiVol 5-year TR Index ETF,LU0290358737,Swap-based,Capitalizing,0.76938652,2.64015498,-0.7085828196343231,5.901759547858163e-05,22.28611835,27.08155
db x-trackers II iTraxxEurope Subordinated Financials 5- year Short TRI ETF,LU0378819881,Swap-based,Capitalizing,0.01191585,0.010394,0.14641620165480074,9.140331898243512e-07,3.1647772799999996,28.4531
db x-trackers II iTraxxEurope Subordinated Financials 5- year TRI ETF,LU0378819378,Swap-based,Capitalizing,0.00224931,0,,1.7253859306753705e-07,7.51325085,28.0454
db x-trackers II Short iBoxx € Sovereigns Eurozone TR Index ETF,LU0321463258,Swap-based,Capitalizing,105.91341098,35.123880549,2.0154245295375093,0.00812433631534694,698.9668520399999,12.78255
db x-trackers II SONIA TRI ETR,LU0321464652,Swap-based,Capitalizing,0.70735756,0.12120025,4.836271459836098,5.4259518784910006e-05,14.070492,36.42305
db x-trackers LPX MM Private Equity ETF,LU0322250712,Swap-based,Capitalizing,3.008368945,2.455633417,0.2250887792019325,0.00023076398771106283,52.88099322,90.6106
db x-trackers MSCI AC Asia ex Japan TRN Index ETF,LU0322252171,Swap-based,Capitalizing,10.70411073,20.48743803,-0.4775280972503325,0.000821083890345629,211.223415,32.9182
